solvent,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,alpha
cyclopentane,1.5,1.5,1.5,1.5,0.408362,70.135,60.055,70.07825,30,0,-0.05331,-0.05331,0.053306,0.053306,0.4,0.6,0.8,14.013,10.39358,1.948694,-1.67072,2.1461,-1.47332,4.505,0.885584,2.083333,11.60964,3.535534,3.535534,3.535534,2.5,2.5,2.5,1.767767,1.767767,1.25,1.25,0.883883,0.883883,0,22.88644,3.2,1.44,0.64,33.19319,0,0,0,0,0,0,0,0,0,0,32.10411,0,0,0,0,0,0,0,0,32.10411,0,0,0,0,0,0,0,0,0,0,0,32.10411,0,0,0,0,0,0,0,0,0,0,0,32.10411,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,1,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1.9505,23.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyclopentanol,8.729167,0.046296,8.729167,0.046296,0.46449,86.134,76.054,86.07316,36,0,0.053985,-0.39313,0.393131,0.053985,1.166667,1.666667,1.833333,16.26616,10.32035,2.086564,-1.90891,2.158904,-1.94263,4.625677,0.182927,2.184106,37.2031,4.405777,3.852991,3.852991,2.893847,2.574695,2.574695,1.938281,1.938281,1.324695,1.324695,0.904262,0.904262,-0.04,33.54888,4.127785,1.60566,0.716243,37.98742,5.106527,0,0,0,0,0,0,0,0,0,12.84164,12.84164,0,6.103966,5.106527,0,0,0,0,31.78725,0,0,0,0,0,0,0,0,11.21049,0,0,25.68329,0,0,0,0,20.23,0,0,0,6.103966,0,12.84164,12.84164,0,0,0,5.106527,0,0,0,8.729167,0,0,0,4.604167,0,0,1,6,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0.9213,24.4748,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32
cyclopentanone,10.24306,0.453704,10.24306,0.453704,0.42968,84.118,76.054,84.05751,34,0,0.132412,-0.29972,0.299718,0.132412,1.166667,1.666667,1.833333,16.13812,10.35749,2.068709,-1.71061,2.10936,-1.81302,5.794965,-0.11686,2.367352,58.3387,4.405777,3.736675,3.736675,2.893847,2.411231,2.411231,1.745782,1.745782,1.161231,1.161231,0.769338,0.769338,-0.33,33.54888,3.846367,1.41383,0.588081,37.35471,0,5.783245,0,0,0,0,4.794537,0,0,0,0,12.84164,12.84164,0,4.794537,5.783245,0,0,0,25.68329,0,0,0,0,0,0,0,0,5.783245,4.794537,0,25.68329,0,0,0,0,17.07,0,4.794537,0,0,5.783245,25.68329,0,0,0,0,0,0,0,10.24306,0,0,0.453704,0,3.969907,0,0,0.8,6,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1.1295,23.475,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decalin,1.560185,1.155093,1.560185,1.155093,0.481193,138.254,120.11,138.1409,58,0,-0.03858,-0.05302,0.053022,0.038585,0.5,0.8,1.1,14.31977,9.709527,2.262922,-2.34735,2.394552,-2.2216,4.782738,0.171047,1.925368,80.60594,6.811555,6.811555,6.811555,4.966326,4.966326,4.966326,4.089073,4.089073,3.466326,3.466326,2.857589,2.857589,0,348.5705,6.694215,2.938776,1.209877,64.01207,0,0,0,0,0,0,0,0,0,0,51.36657,11.83581,0,0,0,0,0,0,11.83581,51.36657,0,0,0,0,0,0,0,0,0,0,11.83581,51.36657,0,0,0,0,0,0,0,0,0,0,11.83581,25.68329,25.68329,0,0,0,0,0,0,0,0,2.310185,0,12.35648,0,0,1,10,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,2,3.3668,43.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cis-decalin,1.560185,1.155093,1.560185,1.155093,0.481193,138.254,120.11,138.1409,58,0,-0.03858,-0.05302,0.053022,0.038585,0.5,0.8,1.1,14.31977,9.709527,2.262922,-2.34735,2.394552,-2.2216,4.782738,0.171047,1.925368,80.60594,6.811555,6.811555,6.811555,4.966326,4.966326,4.966326,4.089073,4.089073,3.466326,3.466326,2.857589,2.857589,0,348.5705,6.694215,2.938776,1.209877,64.01207,0,0,0,0,0,0,0,0,0,0,51.36657,11.83581,0,0,0,0,0,0,11.83581,51.36657,0,0,0,0,0,0,0,0,0,0,11.83581,51.36657,0,0,0,0,0,0,0,0,0,0,11.83581,25.68329,25.68329,0,0,0,0,0,0,0,0,2.310185,0,12.35648,0,0,1,10,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,2,3.3668,43.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-decane,2.269884,1.368827,2.269884,1.368827,0.468409,142.286,120.11,142.1722,62,0,-0.05331,-0.06538,0.065382,0.053306,0.5,0.8,1.1,13.93588,10.09293,1.870848,-1.97209,2.068976,-1.77397,4.427876,0.584933,2.647605,40,7.656854,7.656854,7.656854,4.914214,4.914214,4.914214,3.12132,3.12132,1.957107,1.957107,1.207107,1.207107,0,175.0767,10,9,8,66.02373,0,0,0,0,0,0,0,0,0,0,65.21405,0,0,0,0,0,0,0,0,65.21405,0,0,0,0,0,0,0,0,0,0,0,65.21405,0,0,0,0,0,0,0,0,0,0,0,51.36657,0,0,13.84747,0,0,0,0,0,0,0,0,11.46023,4.539768,0,1,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4.147,48.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
dibromomethane,3.0625,0.875,3.0625,0.875,0.490092,173.835,171.819,171.8523,20,0,0.058789,-0.08025,0.080249,0.058789,1.333333,1.333333,1.333333,79.93444,11.98156,1.405667,-1.42613,1.830085,-1.18698,9.236476,2.444524,1.632993,2.754888,2.707107,1.463036,4.635029,1.414214,0.534522,2.77746,0.101015,2.727412,0,0,0,0,0.96,2.754888,3.96,2.96,2.96,36.47435,0,0,0,0,0,0,0,0,0,0,31.85989,0,0,4.239358,0,31.85989,0,0,0,0,4.239358,0,0,0,0,0,0,31.85989,4.239358,0,0,0,0,0,0,0,0,0,0,0,0,0,4.239358,0,0,0,31.85989,0,0.875,6.125,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.7337,22.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
dibutyl ether,5.314444,0.954861,5.314444,0.954861,0.502075,130.231,112.087,130.1358,56,0,0.046543,-0.38145,0.381453,0.046543,0.888889,1.333333,1.666667,16.47285,10.33341,1.839502,-1.99058,1.907708,-1.94651,4.333957,0.128235,2.595083,37.83229,6.949747,6.650889,6.650889,4.414214,3.991564,3.991564,2.319479,2.319479,1.284457,1.284457,0.594861,0.594861,-0.04,103.6879,8.96,7.96,7.96,58.40739,4.736863,0,0,0,0,0,0,0,0,0,26.68912,12.84164,13.21376,0,4.736863,0,0,0,0,39.53076,13.21376,0,0,0,0,0,0,0,13.21376,4.736863,0,39.53076,0,0,0,0,9.23,0,0,0,0,0,13.21376,25.68329,0,0,13.84747,4.736863,5.314444,0,0,0,0,0,0,4.908411,6.277144,0,1,9,0,1,0,0,0,0,0,0,1,0,1,6,0,0,0,0,2.6032,40.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
o-dichlorobenzene,5.576728,0.60571,5.576728,0.60571,0.528586,147.004,142.972,145.969,42,0,0.05918,-0.08271,0.082713,0.05918,0.875,1.25,1.5,35.49826,10.36538,1.88773,-1.87974,2.187328,-1.61836,6.414178,1.708881,3.134862,162.6383,5.983128,4.06533,5.577188,3.80453,2.205315,2.961244,1.414109,2.228509,0.824373,1.580281,0.439295,0.710761,-0.2,72.49527,5.928205,2.381841,1.145679,58.03794,0,0,0,0,0,0,0,0,0,0,35.33461,12.13273,0,10.04527,0,23.20188,0,0,0,0,0,34.31073,0,0,0,0,0,23.20188,0,0,0,0,24.26547,10.04527,0,0,0,0,0,0,0,10.04527,0,0,12.13273,12.13273,0,23.20188,0,11.15346,0,1.21142,0,0,7.190679,0,0,0,0,8,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,2.9934,36.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-1 2-dichloroethene,4.873457,1.237654,4.873457,1.237654,0.432798,96.944,94.928,95.95336,24,0,0.015563,-0.092,0.092004,0.015563,1,1.25,1.25,35.49799,11.26264,1.39635,-1.43514,1.781028,-1.10764,6.329107,2.507493,2.549193,19.21928,3.414214,1.910629,3.422487,1.914214,0.769769,1.642641,0.251976,0.755929,0.047619,0.428571,0,0,0.32,6.854753,4.32,3.32,2.32,35.02112,0,0,0,0,0,0,0,0,0,0,23.20188,0,11.0704,0,0,23.20188,0,0,0,0,0,11.0704,0,0,0,0,0,23.20188,0,0,0,0,11.0704,0,0,0,0,0,0,0,0,0,0,11.0704,0,0,0,23.20188,0,9.746914,0,0,2.475309,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.9352,20.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09
Z-1 2-dichloroethene,4.873457,1.237654,4.873457,1.237654,0.432798,96.944,94.928,95.95336,24,0,0.015563,-0.092,0.092004,0.015563,1,1.25,1.25,35.49799,11.26264,1.39635,-1.43514,1.781028,-1.10764,6.329107,2.507493,2.549193,19.21928,3.414214,1.910629,3.422487,1.914214,0.769769,1.642641,0.251976,0.755929,0.047619,0.428571,0,0,0.32,6.854753,4.32,3.32,2.32,35.02112,0,0,0,0,0,0,0,0,0,0,23.20188,0,11.0704,0,0,23.20188,0,0,0,0,0,11.0704,0,0,0,0,0,23.20188,0,0,0,0,11.0704,0,0,0,0,0,0,0,0,0,0,11.0704,0,0,0,23.20188,0,9.746914,0,0,2.475309,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.9352,20.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11
dichloromethane,4.763889,0.194444,4.763889,0.194444,0.389962,84.933,82.917,83.95336,20,0,0.096706,-0.10913,0.109132,0.096706,1.333333,1.333333,1.333333,35.53901,11.92599,1.412204,-1.42363,1.726675,-1.23968,6.402083,2.204917,1.632993,2.754888,2.707107,1.463036,2.974894,1.414214,0.534522,1.603567,0.101015,0.909137,0,0,0,0,0.58,2.754888,3.58,2.58,2.58,29.34578,0,0,0,0,0,0,0,0,0,23.20188,0,0,0,5.339185,0,23.20188,0,0,0,0,5.339185,0,0,0,0,0,0,23.20188,5.339185,0,0,0,0,0,0,0,0,0,0,0,5.339185,0,0,0,0,0,0,23.20188,0,9.527778,0,0.194444,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.4215,16.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
diethyl ether,4.833333,0.84375,4.833333,0.84375,0.475268,74.123,64.043,74.07316,32,0,0.043708,-0.38203,0.382026,0.043708,1.2,1.6,1.6,16.47149,10.80069,1.635249,-1.85898,1.640016,-1.83738,4.066771,0.161763,2.19061,11.11942,4.12132,3.822462,3.822462,2.414214,1.991564,1.991564,0.781474,0.781474,0.408248,0.408248,0.204124,0.204124,-0.04,11.24511,4.96,3.96,3.96,32.94762,4.736863,0,0,0,0,0,0,0,0,0,0,13.84747,13.21376,0,4.736863,0,0,0,0,13.84747,13.21376,0,0,0,0,0,0,0,13.21376,4.736863,0,13.84747,0,0,0,0,9.23,0,0,0,0,0,13.21376,0,0,13.84747,0,4.736863,4.833333,0,0,0,0,0,0,0,5.666667,0,1,5,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1.0428,22.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diethyl sulfide,2.174769,1.260417,2.174769,1.260417,0.497585,90.191,80.111,90.05032,32,0,-0.00961,-0.16258,0.162584,0.009612,1.2,1.6,1.6,32.16649,10.96259,1.667322,-1.80141,1.926428,-1.63816,7.987152,1.464375,2.19061,11.11942,4.12132,3.822462,4.638958,2.414214,1.991564,3.146264,0.781474,2.344423,0.408248,1.224745,0.204124,0.612372,0.35,11.24511,5.35,4.35,4.35,37.95719,0,0,0,0,0,0,0,0,11.76188,0,13.84747,11.50571,0,0,0,11.76188,0,0,0,13.84747,11.50571,0,0,0,0,0,0,11.76188,11.50571,0,0,13.84747,0,0,0,0,0,0,0,0,0,0,0,11.50571,0,11.76188,13.84747,0,0,1.962963,0,0,0,2.520833,0,0,4.349537,0,1,5,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1.7594,28.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
diethylamine,3.111111,1.09375,3.111111,1.09375,0.504854,73.139,62.051,73.08915,32,0,-0.00775,-0.31728,0.317282,0.007751,1.2,1.6,1.6,14.82256,10.66822,1.623309,-1.85806,1.471391,-2.09372,4.273497,0.762425,2.19061,11.11942,4.12132,3.914214,3.914214,2.414214,2.12132,2.12132,0.957107,0.957107,0.5,0.5,0.25,0.25,-0.04,11.24511,4.96,3.96,3.96,33.38394,5.316789,0,0,0,0,0,0,0,0,0,13.84747,13.08951,0,0,0,0,0,5.316789,0,13.84747,13.08951,0,0,0,5.316789,0,0,0,13.08951,0,0,13.84747,0,0,0,0,12.03,0,0,0,0,0,13.08951,0,0,0,19.16426,0,0,0,0,3.111111,0,0,0,0,6.388889,0,1,5,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0.6158,24.2177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08
diiodomethane,2.275,1.19,2.275,1.19,0.46398,267.835,265.819,267.8246,20,0,0.051623,-0.07476,0.074763,0.051623,1.333333,1.333333,1.333333,126.9224,11.9936,1.404532,-1.42667,1.85723,-1.17403,14.19578,2.578217,1.632993,2.754888,2.707107,1.463036,5.778032,1.414214,0.534522,3.585686,0.101015,4.545686,0,0,0,0,1.46,2.754888,4.46,3.46,3.46,47.26293,0,0,0,0,0,0,0,0,0,0,45.18174,0,0,2.434283,0,45.18174,0,0,0,0,2.434283,0,0,0,0,0,0,45.18174,2.434283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.434283,0,0,45.18174,0,1.19,4.55,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.8139,32.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
diisopropyl ether,5.25,0.375,5.25,0.375,0.516441,102.177,88.065,102.1045,44,0,0.052186,-0.37614,0.376144,0.052186,0.857143,1.142857,1.142857,16.49501,10.40765,1.936106,-2.08867,1.926705,-2.08865,4.396944,0.029986,2.953223,33.44468,5.861807,5.562949,5.562949,3.125898,2.780806,2.780806,2.233592,2.233592,0.544331,0.544331,0.544331,0.544331,-0.04,19.09358,6.96,3.026852,5.96,45.67751,4.736863,0,0,0,0,0,0,0,0,0,0,27.69495,0,12.20793,4.736863,0,0,0,0,39.90288,0,0,0,0,0,0,0,0,12.20793,4.736863,0,27.69495,0,0,0,0,9.23,0,0,0,0,12.20793,0,0,0,27.69495,0,4.736863,5.25,0,0,0,0,0,0,0.75,8.166667,0,1,7,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1.8198,31.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cis-1 2-dimethylcyclohexane,2.378796,1.003472,2.378796,1.003472,0.451755,112.216,96.088,112.1252,48,0,-0.0417,-0.06225,0.062255,0.041698,0.875,1.25,1.5,14.20874,9.818666,2.14979,-2.24032,2.277817,-2.11909,4.668795,0.277071,2.2794,56.43856,5.983128,5.983128,5.983128,3.80453,3.80453,3.80453,3.239025,3.239025,2.540336,2.540336,1.501661,1.501661,0,72.49527,6.125,2.52,1.239669,52.28801,0,0,0,0,0,0,0,0,0,0,39.53076,11.83581,0,0,0,0,0,0,11.83581,39.53076,0,0,0,0,0,0,0,0,0,0,11.83581,39.53076,0,0,0,0,0,0,0,0,0,0,11.83581,25.68329,0,0,13.84747,0,0,0,0,0,0,2.006944,0,5.90213,4.757593,0,1,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2.8326,36.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dimethyl disulfide,2.060185,1.773148,2.060185,1.773148,0.45284,94.204,88.156,93.99109,26,0,-0.00793,-0.09788,0.097882,0.007925,1,1.25,1.25,33.11448,11.95777,1.546956,-1.69115,2.086035,-1.27986,8.757892,2.507596,1.974745,6,3.414214,2.816497,4.44949,1.914214,0.983163,3.94949,0.333333,3,0.166667,1.5,0,0,0.7,6.854753,4.7,3.7,2.7,34.75038,0,0,0,0,0,0,0,0,0,0,21.5878,12.51154,0,0,0,21.5878,0,0,0,0,12.51154,0,0,0,0,0,0,21.5878,12.51154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5878,0,12.51154,0,0,0,0,0,0,0,0,4.12037,0,3.546296,1,4,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,1.6274,27.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N N-dimethylacetamide,10.06944,0.092593,10.06944,0.092593,0.409907,87.122,78.05,87.06841,36,0,0.218425,-0.34906,0.349064,0.218425,1.5,1.666667,1.666667,16.15121,10.65214,1.870069,-2.01886,1.692324,-2.16529,5.718427,-0.12583,3.257586,58.56843,5.154701,4.355462,4.355462,2.642734,1.822158,1.822158,1.413445,1.413445,0.629788,0.629788,0,0,-0.53,13.60964,5.47,1.798837,1.758184,37.75543,4.89991,0,0,5.90718,0,0,4.794537,0,0,0,0,0,21.01908,0,4.794537,5.90718,0,4.89991,0,6.923737,14.09534,0,0,0,0,0,0,0,24.90243,4.794537,0,6.923737,0,0,0,0,20.31,0,4.794537,0,5.90718,0,0,11.82365,14.09534,0,0,0,0,0,11.59722,0,0,0.092593,0,0,1.527778,3.449074,0.75,6,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0.0945,24.368,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
