solvent,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,alpha
2-propen-1-ol,7.756944,0.083333,7.756944,0.083333,0.425826,58.08,52.032,58.04186,24,0,0.060931,-0.39232,0.392318,0.060931,2,2.25,2.25,16.24942,10.71863,1.446872,-1.59958,1.45866,-1.62166,4.603457,0.342885,2.296835,17.24511,3.414214,2.438777,2.438777,1.914214,1.132724,1.132724,0.471249,0.471249,0.129099,0.129099,0,0,-0.3,6.854753,3.7,2.7,1.7,25.57377,5.106527,0,0,0,0,0,0,0,0,6.578936,6.07602,0,0,6.606882,5.106527,0,0,0,0,0,6.606882,12.65496,0,0,0,0,0,0,11.71341,0,0,0,12.65496,0,0,0,20.23,0,0,0,6.606882,0,0,6.07602,0,0,6.578936,5.106527,0,0,0,7.756944,0,0,0,1.430556,3.3125,0,0.333333,4,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.1647,17.2828,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38
E-2-pentene,2.125,1.163194,2.125,1.163194,0.41364,70.135,60.055,70.07825,30,0,-0.03794,-0.09167,0.091674,0.037943,1.6,2.2,2.2,13.59408,10.43061,1.517414,-1.64681,1.732337,-1.43118,4.730012,1.217477,2.622416,27.01955,4.12132,3.861807,3.861807,2.414214,2.026039,2.026039,0.977284,0.977284,0.471405,0.471405,0.235702,0.235702,-0.26,11.24511,4.74,3.74,3.74,33.50942,0,0,0,0,0,0,0,0,0,0,19.07578,13.34456,0,0,0,0,0,0,0,20.2683,0,12.15204,0,0,0,0,0,0,0,0,0,20.2683,12.15204,0,0,0,0,0,0,0,0,0,6.420822,0,0,6.923737,19.07578,0,0,0,0,0,0,0,0,5.34375,4.15625,0,0.6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.9725,25.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-methylpyridine,3.884259,1.210648,3.884259,1.210648,0.471998,93.129,86.073,93.05785,36,0,0.029653,-0.26446,0.264459,0.029653,1.571429,2.428571,2.714286,14.60479,10.32897,1.726806,-1.81659,1.876841,-1.68966,5.039518,1.269507,3.021465,134.1074,5.112884,4.256615,4.256615,3.393847,2.260415,2.260415,1.530376,1.530376,0.80942,0.80942,0.448139,0.448139,-0.85,47.19725,4.312602,1.734967,0.999577,43.01599,0,0,0,0,0,0,4.983979,0,0,0,6.066367,18.55356,12.39369,0,0,0,0,4.983979,0,6.923737,0,30.08987,0,0,0,0,0,0,4.983979,0,6.923737,5.563451,24.52642,0,0,0,12.89,0,0,0,0,0,0,5.563451,6.196844,25.25331,4.983979,0,0,0,3.884259,0,1.210648,0,3.946759,3.604167,2.020833,0,0.166667,7,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1.39002,28.974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3-pentanone,10.18056,0.342593,10.18056,0.342593,0.495769,86.134,76.054,86.07316,36,0,0.131862,-0.29974,0.299741,0.131862,1.333333,1.666667,1.666667,16.1377,10.25004,1.862588,-1.80878,1.82495,-1.87679,5.770114,-0.11794,2.988161,41.90013,4.991564,4.322462,4.322462,2.80806,2.325444,2.325444,1.245782,1.245782,0.788675,0.788675,0.25,0.25,-0.33,19.80027,5.67,2.884133,1.94248,38.36054,0,5.783245,0,0,0,0,4.794537,0,0,0,13.84747,0,12.84164,0,4.794537,5.783245,0,0,0,26.68912,0,0,0,0,0,0,0,0,5.783245,4.794537,0,26.68912,0,0,0,0,17.07,0,4.794537,0,0,18.62489,0,0,0,13.84747,0,0,0,0,10.18056,0,0,0.342593,0,1.381944,3.761574,0,0.8,6,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1.3755,25.589,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-heptanone,10.64306,0.412037,10.64306,0.412037,0.546989,114.188,100.076,114.1045,48,0,0.13239,-0.29972,0.299718,0.13239,1.125,1.5,1.75,16.1378,10.1421,1.943245,-1.90786,1.953099,-1.93395,5.776107,-0.11863,3.055172,58.78708,6.405777,5.736675,5.736675,3.80806,3.325444,3.325444,2.038675,2.038675,1.057678,1.057678,0.682678,0.682678,-0.33,50.25226,7.67,4.819925,3.846367,51.09043,0,5.783245,0,0,0,0,4.794537,0,0,0,13.84747,12.84164,12.84164,0,4.794537,5.783245,0,0,0,39.53076,0,0,0,0,0,0,0,0,5.783245,4.794537,0,39.53076,0,0,0,0,17.07,0,4.794537,0,0,5.783245,25.68329,0,0,13.84747,0,0,0,0,10.64306,0,0,0.412037,0,3.541019,4.070556,0,0.857143,8,0,1,0,0,0,0,0,0,1,0,1,4,0,0,0,0,2.1557,34.823,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-methyl-2-pentanone,10.25417,0.287037,10.25417,0.287037,0.515019,100.161,88.065,100.0888,42,0,0.129595,-0.30002,0.30002,0.129595,1.571429,2,2,16.13722,10.0976,1.948079,-1.9513,1.972883,-1.94951,5.750463,-0.11716,3.126007,64.58027,5.861807,5.192705,5.192705,3.125898,2.620626,2.620626,2.299986,2.299986,0.695706,0.695706,0.574915,0.574915,-0.33,19.09358,6.67,2.77949,5.67,44.72548,4.794537,5.783245,0,0,0,0,0,0,0,0,13.84747,12.84164,6.420822,0,4.794537,5.783245,0,0,5.917906,27.19203,0,0,0,0,0,0,0,0,5.783245,4.794537,5.917906,27.19203,0,0,0,0,17.07,0,4.794537,0,5.783245,5.917906,6.420822,0,6.923737,13.84747,0,0,0,0,10.25417,0,0,0.8125,0,0.722222,5.711111,0,0.833333,7,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1.6215,30.136,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-methylpyridine,3.845556,1.259259,3.845556,1.259259,0.471998,93.129,86.073,93.05785,36,0,0.026993,-0.26472,0.264717,0.026993,1.285714,1.857143,2.142857,14.60039,10.31306,1.724601,-1.81768,1.882785,-1.6813,5.051606,1.286707,3.021465,134.1074,5.112884,4.256615,4.256615,3.393847,2.260415,2.260415,1.524564,1.524564,0.846987,0.846987,0.42645,0.42645,-0.85,47.19725,4.312602,1.734967,0.999577,43.01599,0,0,0,0,0,0,4.983979,0,0,0,0,24.61992,12.39369,0,0,0,0,4.983979,0,6.923737,0,30.08987,0,0,0,0,0,0,4.983979,0,6.923737,5.563451,24.52642,0,0,0,12.89,0,0,0,0,0,0,5.563451,12.39369,19.05647,4.983979,0,0,0,3.845556,0,1.259259,0,3.944444,3.574074,2.043333,0,0.166667,7,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1.39002,28.974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5-nonanone,10.96083,0.44787,10.96083,0.44787,0.556944,142.242,124.098,142.1358,60,0,0.132411,-0.29972,0.299718,0.132411,1,1.4,1.7,16.13781,10.09218,1.97698,-1.95661,2.017198,-1.95559,5.776878,-0.11879,3.086348,76.72906,7.819991,7.150889,7.150889,4.80806,4.325444,4.325444,2.745782,2.745782,1.618338,1.618338,0.872891,0.872891,-0.33,157.2091,9.67,6.78534,5.800378,63.82031,0,5.783245,0,0,0,0,4.794537,0,0,0,26.68912,12.84164,12.84164,0,4.794537,5.783245,0,0,0,52.3724,0,0,0,0,0,0,0,0,5.783245,4.794537,0,52.3724,0,0,0,0,17.07,0,4.794537,0,0,5.783245,38.52493,0,0,0,13.84747,0,0,0,10.96083,0,0,0.44787,0,6.021652,4.236311,0,0.888889,10,0,1,0,0,0,0,0,0,1,0,1,6,0,0,0,0,2.9359,44.057,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acetic acid,9,-0.83333,9,0.833333,0.429883,60.052,56.02,60.02113,24,0,0.299685,-0.48143,0.481433,0.299685,2,2,2,16.36393,10.85499,1.650995,-1.58977,1.415654,-1.77704,5.62478,-0.13393,2.803039,27.01955,3.57735,2.355462,2.355462,1.732051,0.927731,0.927731,0.519018,0.519018,0,0,0,0,-0.53,3.245112,3.47,0.874858,1.156009,24.05995,5.106527,0,0,0,5.969305,0,4.794537,0,0,0,0,0,6.923737,0,9.901065,5.969305,0,0,0,6.923737,0,0,0,0,0,0,0,0,11.07583,4.794537,0,6.923737,0,0,0,0,37.3,5.969305,0,0,0,0,6.923737,0,0,0,0,9.901065,0,0,9,7.416667,0,-0.83333,0,0,1.083333,0,0.5,4,1,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0.0909,13.3098,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61
acetone,9.444444,0.166667,9.444444,0.166667,0.398237,58.08,52.032,58.04186,24,0,0.126268,-0.30034,0.300344,0.126268,1.5,1.5,1.5,16.13653,10.55082,1.619125,-1.55784,1.500722,-1.69132,5.717069,-0.11449,2.803039,26.26466,3.57735,2.908248,2.908248,1.732051,1.204124,1.204124,0.908248,0.908248,0,0,0,0,-0.33,3.245112,3.67,1.044532,6.883958,25.63066,4.794537,5.783245,0,0,0,0,0,0,0,0,0,13.84747,0,0,4.794537,5.783245,0,0,0,13.84747,0,0,0,0,0,0,0,0,5.783245,4.794537,0,13.84747,0,0,0,0,17.07,0,4.794537,0,5.783245,0,0,13.84747,0,0,0,0,0,0,9.444444,0,0,0.166667,0,0,3.055556,0,0.666667,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5953,16.355,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04
acetonitrile,7.319444,1.430556,7.319444,1.430556,0.386981,41.053,38.029,41.02655,16,0,0.058715,-0.19866,0.198658,0.058715,2,2,2,14.19977,10.95509,1.172733,-1.14652,1.214615,-1.1001,4.507021,1.489653,2.475534,24.26466,2.707107,1.947214,1.947214,1.414214,0.723607,0.723607,0.223607,0.223607,0,0,0,0,-0.51,2.754888,2.49,1.49,1.49,19.49677,0,0,0,0,0,0,0,0,5.261892,0,0,0,6.923737,6.069221,0,0,5.261892,0,0,6.923737,0,0,0,6.069221,0,0,0,0,0,0,11.33111,6.923737,0,0,0,0,23.79,0,0,0,0,0,0,6.923737,6.069221,0,0,5.261892,0,0,0,7.319444,0,0,1.75,0,1.430556,0,0.5,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.52988,11.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07
acetophenone,10.64537,0.120926,10.64537,0.120926,0.517047,120.151,112.087,120.0575,46,0,0.159298,-0.29451,0.294512,0.159298,1.222222,1.777778,2.111111,16.13739,10.15436,1.922713,-1.8899,1.969862,-1.88105,5.933641,0.101299,2.981455,201.0674,6.690234,5.295,5.295,4.30453,2.864808,2.864808,1.922212,1.922212,1.180315,1.180315,0.672861,0.672861,-1.11,129.2253,6.016743,2.443753,1.389252,54.32281,0,0,5.783245,0,0,0,4.794537,0,0,0,30.33184,6.923737,5.563451,0,4.794537,5.783245,0,0,0,6.923737,0,35.89529,0,0,0,0,0,0,5.783245,0,0,17.28173,30.33184,0,0,0,17.07,0,4.794537,0,5.783245,0,5.563451,0,6.923737,30.33184,0,0,0,0,10.64537,0,0.775463,0.120926,9.226759,0,1.564815,0,0.125,9,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1.8892,36.4465,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aniline,5.357778,0.821759,5.357778,0.821759,0.480075,93.129,86.073,93.05785,36,0,0.031348,-0.39873,0.398729,0.031348,1,1.571429,1.857143,14.53191,10.32561,1.717749,-1.83253,1.95383,-1.78834,5.353844,1.688655,3.021465,134.1074,5.112884,3.964102,3.964102,3.393847,2.199359,2.199359,1.410684,1.410684,0.799572,0.799572,0.453039,0.453039,-0.98,47.19725,4.186113,1.646196,0.929059,42.77129,5.733667,0,0,0,0,0,0,0,0,0,18.1991,12.13273,5.687386,0,0,5.687386,0,0,0,0,5.733667,30.33184,0,0,5.733667,5.687386,0,0,0,0,0,0,30.33184,0,0,0,26.02,0,0,0,0,0,5.687386,0,0,30.33184,0,5.733667,0,0,0,0,6.179537,0,9.48713,0,0,0,0,7,2,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1.2688,30.8544,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26
anisole,4.914167,0.909722,4.914167,0.909722,0.531625,108.14,100.076,108.0575,42,0,0.118358,-0.49677,0.496769,0.118358,1.125,1.75,2.125,16.46524,10.34191,1.797147,-1.93454,2.049631,-1.77964,5.198906,0.41457,2.832086,145.7328,5.819991,4.795,4.795,3.931852,2.523056,2.523056,1.517177,1.517177,0.978907,0.978907,0.556578,0.556578,-0.98,91.36758,5.16245,2.358605,0.997109,48.90989,4.736863,5.749512,0,0,0,0,0,0,0,0,18.1991,12.13273,0,7.109798,4.736863,0,0,0,0,0,7.109798,30.33184,0,5.749512,4.736863,0,5.749512,0,7.109798,0,0,0,30.33184,0,0,0,9.23,0,0,0,0,0,5.749512,0,7.109798,30.33184,0,4.736863,4.914167,0,0,0,0,0.909722,9.680741,0,0,1.662037,0.142857,8,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1.6952,32.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benzaldehyde,10.00648,0.729167,10.00648,0.729167,0.495636,106.124,100.076,106.0419,40,0,0.149548,-0.2979,0.297896,0.149548,1.125,1.75,2.125,16.12892,10.23603,1.794731,-1.81486,1.909959,-1.72509,5.737575,0.111835,2.991047,167.0015,5.819991,4.37235,4.37235,3.931852,2.435061,2.435061,1.528535,1.528535,0.935655,0.935655,0.531606,0.531606,-1.11,91.36758,5.035138,2.26245,0.936277,47.95787,0,6.286161,0,0,0,0,4.794537,0,0,0,30.33184,0,5.563451,0,4.794537,6.286161,0,0,0,0,0,35.89529,0,0,0,0,0,0,6.286161,0,0,10.35799,30.33184,0,0,0,17.07,0,4.794537,0,0,0,11.84961,0,12.13273,18.1991,0,0,0,0,10.00648,0,0.729167,0,9.097685,0.833333,0,0,0,8,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1.4991,31.8295,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benzene,2,2,2,2,0.442628,78.114,72.066,78.04695,30,0,-0.06227,-0.06227,0.062269,0.062269,0.333333,0.5,0.666667,13.64699,10.37901,1.573725,-1.69426,1.794093,-1.47389,4.985993,1.718007,3,71.96101,4.242641,3.464102,3.464102,3,2,2,1.154701,1.154701,0.666667,0.666667,0.3849,0.3849,-0.78,34.39946,3.411571,1.605769,0.582399,37.4314,0,0,0,0,0,0,0,0,0,0,36.3982,0,0,0,0,0,0,0,0,0,0,36.3982,0,0,0,0,0,0,0,0,0,0,36.3982,0,0,0,0,0,0,0,0,0,0,0,0,36.3982,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1.6866,26.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benzonitrile,8.287593,0.715278,8.287593,0.715278,0.488445,103.124,98.084,103.0422,38,0,0.099109,-0.19244,0.192437,0.099109,1.125,1.75,2.125,14.22572,10.23586,1.790352,-1.79506,1.92493,-1.65746,5.267808,1.485587,3.049389,195.3769,5.819991,4.333965,4.333965,3.931852,2.38429,2.38429,1.477829,1.477829,0.902889,0.902889,0.512688,0.512688,-1.29,91.36758,4.859031,2.13093,0.85454,48.18892,0,0,0,0,0,0,0,0,5.261892,0,18.1991,12.13273,0,11.63267,0,0,5.261892,0,0,0,0,35.89529,0,6.069221,0,0,0,0,0,0,11.33111,5.563451,30.33184,0,0,0,23.79,0,0,0,0,5.563451,0,0,12.13273,24.26832,0,5.261892,0,0,0,8.287593,0.715278,0,11.1638,0,0,0,0,8,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1.55828,31.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benzyl alcohol,8.537593,0.139722,8.537593,0.139722,0.572344,108.14,100.076,108.0575,42,0,0.068137,-0.39168,0.39168,0.068137,1.125,1.75,2.125,16.25024,10.22648,1.806301,-1.88733,1.9491,-1.77268,5.124431,0.281609,2.832086,145.7328,5.819991,4.541072,4.541072,3.931852,2.580465,2.580465,1.643712,1.643712,1.025399,1.025399,0.58342,0.58342,-0.82,91.36758,5.319276,2.478229,1.073982,48.59058,5.106527,0,0,0,0,0,0,0,0,0,30.33184,5.563451,0,6.606882,5.106527,0,0,0,0,6.606882,0,35.89529,0,0,0,0,0,0,5.106527,6.606882,0,5.563451,30.33184,0,0,0,20.23,0,0,0,6.606882,0,5.563451,0,0,30.33184,0,5.106527,0,0,0,8.537593,0.965278,0,9.524074,0,0.139722,0,0.142857,8,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1.1789,32.3648,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33
bromobenzene,3.31125,1.134259,3.31125,1.134259,0.542045,157.01,151.97,155.9575,36,0,0.017475,-0.06219,0.06219,0.017475,1,1.571429,1.857143,79.91873,10.37659,1.738908,-1.80026,2.046677,-1.55313,9.102988,1.656083,3.021465,134.1074,5.112884,3.764716,5.350712,3.393847,2.099666,2.892664,1.295568,2.211244,0.733111,1.261776,0.414667,0.719892,-0.3,47.19725,4.849254,2.12368,1.316124,51.29895,0,0,0,0,0,0,0,0,0,0,34.12905,12.13273,4.47272,0,0,15.92994,0,0,0,0,0,34.80455,0,0,0,0,0,15.92994,0,0,0,0,34.80455,0,0,0,0,0,0,0,0,0,4.47272,0,0,30.33184,15.92994,0,1.134259,3.31125,0,0,0,0,9.971157,0,0,0,0,7,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2.4491,34.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bromoethane,3.145833,1.0625,3.145833,1.0625,0.412179,108.966,103.926,107.9575,20,0,0.000281,-0.09311,0.093108,0.000281,2,2,2,79.91873,11.00373,1.378286,-1.45135,1.668777,-1.33653,9.088759,1.558646,1.632993,2.754888,2.707107,2.085071,3.671068,1.414214,0.974368,2.095837,0.267261,1.38873,0,0,0,0,0.48,2.754888,3.48,2.48,2.48,28.97174,0,0,0,0,0,0,0,0,0,0,22.85368,0,5.33009,0,0,15.92994,0,0,0,6.923737,5.33009,0,0,0,0,0,0,15.92994,5.33009,0,0,6.923737,0,0,0,0,0,0,0,0,0,0,5.33009,0,0,6.923737,15.92994,0,0,3.145833,0,1.0625,0,0,0,0,2.041667,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4012,19.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
